epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,518.803,1.40615,1.17276,1.80573,0.78759,0.72038,0.8013,0.66692,1.40233,1.2909,1.83575,0.0003466,0.0003466,0.0003466
68,527.126,1.41636,1.15514,1.79427,0.80149,0.69438,0.79491,0.66226,1.42269,1.34891,1.82358,0.0003367,0.0003367,0.0003367
69,535.495,1.45296,1.1845,1.79943,0.75302,0.74823,0.81315,0.67625,1.4085,1.30531,1.8374,0.0003268,0.0003268,0.0003268
70,543.829,1.39191,1.16058,1.80257,0.7797,0.73499,0.81513,0.68001,1.41195,1.25386,1.85079,0.0003169,0.0003169,0.0003169
71,552.391,1.38426,1.14014,1.7914,0.75963,0.78226,0.81599,0.68055,1.41052,1.25884,1.84745,0.000307,0.000307,0.000307
72,560.72,1.35619,1.12229,1.78986,0.79993,0.72294,0.81899,0.68086,1.39943,1.23387,1.84394,0.0002971,0.0002971,0.0002971
73,569.072,1.39611,1.12989,1.7896,0.78728,0.74517,0.82186,0.68511,1.39188,1.27934,1.84074,0.0002872,0.0002872,0.0002872
74,577.417,1.37974,1.1102,1.77956,0.79935,0.70607,0.80487,0.66992,1.37568,1.34523,1.82748,0.0002773,0.0002773,0.0002773
75,585.956,1.38099,1.14613,1.79304,0.76747,0.74047,0.80614,0.67136,1.37789,1.30072,1.82007,0.0002674,0.0002674,0.0002674
76,594.323,1.36969,1.10641,1.78269,0.76228,0.72564,0.80119,0.67259,1.3704,1.24103,1.81912,0.0002575,0.0002575,0.0002575
77,602.713,1.36893,1.10259,1.77193,0.77567,0.74981,0.81264,0.67877,1.37054,1.2114,1.8249,0.0002476,0.0002476,0.0002476
78,611.116,1.4006,1.13544,1.78276,0.76865,0.75372,0.81146,0.68027,1.37017,1.25305,1.8227,0.0002377,0.0002377,0.0002377
79,619.716,1.36793,1.08827,1.77881,0.77952,0.73126,0.80654,0.67195,1.3846,1.25983,1.83164,0.0002278,0.0002278,0.0002278
80,628.123,1.34533,1.08212,1.77951,0.7917,0.72327,0.81051,0.67812,1.3845,1.34469,1.83346,0.0002179,0.0002179,0.0002179
81,636.545,1.37085,1.08181,1.77704,0.74487,0.75453,0.80083,0.67353,1.39156,1.30693,1.83228,0.000208,0.000208,0.000208
82,644.943,1.36924,1.07842,1.77999,0.77504,0.74335,0.82,0.69023,1.38632,1.22808,1.82681,0.0001981,0.0001981,0.0001981
83,653.402,1.33208,1.04052,1.77391,0.76685,0.74986,0.81755,0.6907,1.38048,1.32481,1.83163,0.0001882,0.0001882,0.0001882
84,661.713,1.3639,1.05552,1.78645,0.78196,0.7065,0.79589,0.66876,1.38552,1.3671,1.82782,0.0001783,0.0001783,0.0001783
85,670.178,1.32885,1.02748,1.77501,0.76383,0.75376,0.81269,0.68262,1.3873,1.24044,1.83047,0.0001684,0.0001684,0.0001684
