epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,195.598,2.00971,1.688,2.08547,0.65558,0.64268,0.66413,0.42351,2.79183,2.06623,2.22822,0.00628101,0.00628101,0.00628101
44,200.425,2.03948,1.67023,2.09819,0.61614,0.64,0.66214,0.43665,2.73319,2.12454,2.20481,0.00612981,0.00612981,0.00612981
45,205.406,2.00676,1.65712,2.08781,0.65332,0.61661,0.66198,0.42679,2.75507,2.07896,2.21854,0.00597754,0.00597754,0.00597754
46,210.277,1.97862,1.64546,2.07957,0.63642,0.66062,0.66247,0.42722,2.87406,1.99479,2.24719,0.00582435,0.00582435,0.00582435
47,215.136,1.93256,1.58026,2.06345,0.69006,0.70975,0.73994,0.50042,2.68764,1.8549,2.16405,0.0056704,0.0056704,0.0056704
48,219.669,1.94976,1.61119,2.05966,0.76198,0.60906,0.72967,0.49363,2.64325,1.83046,2.15361,0.00551584,0.00551584,0.00551584
49,224.021,1.93916,1.57992,2.0527,0.72343,0.697,0.75476,0.47006,3.04784,1.76371,2.31871,0.00536081,0.00536081,0.00536081
50,228.241,1.95553,1.56021,2.05961,0.71067,0.66592,0.72638,0.46208,2.89519,1.73184,2.25719,0.00520548,0.00520548,0.00520548
51,232.424,1.93931,1.55486,2.05512,0.70098,0.64701,0.7062,0.44451,2.94143,1.94332,2.27204,0.00505,0.00505,0.00505
52,236.802,1.94167,1.54719,2.06199,0.72331,0.74444,0.76088,0.51945,2.55563,1.65929,2.12816,0.00489452,0.00489452,0.00489452
53,241.606,1.9383,1.53328,2.06303,0.68409,0.75811,0.7531,0.48711,2.75088,1.7775,2.19976,0.00473919,0.00473919,0.00473919
54,246.056,1.93295,1.50271,2.04771,0.70995,0.67172,0.75089,0.50397,2.61276,1.68121,2.13179,0.00458416,0.00458416,0.00458416
55,250.382,1.87647,1.48358,2.04844,0.61161,0.69231,0.69453,0.44363,2.92049,1.86729,2.24762,0.0044296,0.0044296,0.0044296
56,254.599,1.903,1.48528,2.03464,0.69198,0.73051,0.75747,0.47364,2.941,1.74087,2.27663,0.00427565,0.00427565,0.00427565
57,259.035,1.88049,1.44523,2.04041,0.75836,0.70751,0.76978,0.49241,2.85772,1.72435,2.22982,0.00412246,0.00412246,0.00412246
58,263.666,1.90493,1.43776,2.04379,0.71781,0.68523,0.75503,0.46678,3.00146,1.74121,2.31011,0.00397019,0.00397019,0.00397019
59,268.277,1.89019,1.45903,2.03619,0.71121,0.72,0.74842,0.50402,2.65951,1.7969,2.14074,0.00381899,0.00381899,0.00381899
60,272.859,1.86689,1.4551,2.0271,0.69968,0.71417,0.76261,0.50646,2.64932,1.68392,2.16155,0.00366899,0.00366899,0.00366899
61,277.824,1.86748,1.43661,2.02117,0.7219,0.66001,0.73223,0.49487,2.65287,1.68559,2.13273,0.00352037,0.00352037,0.00352037
62,282.756,1.89415,1.39229,2.02806,0.72261,0.69791,0.7509,0.53033,2.38379,1.62784,2.05426,0.00337325,0.00337325,0.00337325
63,287.185,1.91049,1.41106,2.03982,0.76559,0.69243,0.75276,0.48561,2.82414,1.72188,2.23283,0.00322778,0.00322778,0.00322778
64,292.271,1.85839,1.38853,2.04155,0.71314,0.7218,0.76813,0.48302,2.90215,1.65258,2.23286,0.00308412,0.00308412,0.00308412
65,296.789,1.87128,1.38959,2.01816,0.7571,0.69327,0.76555,0.4984,2.85081,1.67567,2.22047,0.00294239,0.00294239,0.00294239
66,301.418,1.86658,1.36821,2.01859,0.75645,0.68715,0.77424,0.51234,2.62236,1.6453,2.14646,0.00280275,0.00280275,0.00280275
67,306.257,1.84897,1.38244,2.01143,0.69851,0.72438,0.74172,0.49923,2.60356,1.71788,2.13457,0.00266532,0.00266532,0.00266532
68,311.31,1.83573,1.33501,2.01249,0.78465,0.70274,0.7857,0.51008,2.85945,1.62985,2.21284,0.00253024,0.00253024,0.00253024
69,316.514,1.83683,1.35999,2.01449,0.73439,0.69184,0.7629,0.49443,2.85373,1.71166,2.24455,0.00239766,0.00239766,0.00239766
70,320.999,1.83235,1.35184,2.00981,0.76291,0.72226,0.78657,0.51833,2.80534,1.60772,2.19898,0.00226769,0.00226769,0.00226769
71,325.542,1.77297,1.27124,1.98705,0.75416,0.71486,0.77306,0.51649,2.62978,1.61101,2.13725,0.00214046,0.00214046,0.00214046
72,330.067,1.79489,1.29503,1.98903,0.74771,0.74149,0.79722,0.52678,2.73787,1.57927,2.17873,0.00201611,0.00201611,0.00201611
73,334.414,1.79991,1.31095,1.98482,0.72272,0.71255,0.77065,0.53847,2.45953,1.61859,2.0724,0.00189475,0.00189475,0.00189475
74,339.14,1.83856,1.31792,1.99127,0.73572,0.71865,0.76473,0.52343,2.57891,1.70098,2.11524,0.00177651,0.00177651,0.00177651
75,344.211,1.8262,1.28491,1.99036,0.76965,0.67105,0.77985,0.5077,2.77183,1.71822,2.1774,0.00166149,0.00166149,0.00166149
76,349.594,1.82037,1.29431,1.9766,0.727,0.72301,0.78311,0.53608,2.46024,1.59387,2.06331,0.00154982,0.00154982,0.00154982
77,354.71,1.77739,1.28288,1.97541,0.73978,0.69711,0.77726,0.51559,2.63927,1.6191,2.12649,0.00144161,0.00144161,0.00144161
78,360,1.7854,1.25759,1.97568,0.74386,0.71529,0.78478,0.53446,2.48648,1.57079,2.08078,0.00133695,0.00133695,0.00133695
79,365.002,1.7617,1.26083,1.96781,0.7558,0.71967,0.79342,0.53035,2.63645,1.60514,2.12911,0.00123596,0.00123596,0.00123596
80,370.021,1.76244,1.26075,1.96428,0.72525,0.69939,0.7688,0.54918,2.31372,1.53051,2.03542,0.00113873,0.00113873,0.00113873
81,374.992,1.66898,1.2366,1.9466,0.69422,0.7019,0.74474,0.52621,2.34817,1.65696,2.0364,0.00104537,0.00104537,0.00104537
82,379.925,1.61013,1.21759,1.94107,0.73717,0.66606,0.74235,0.54466,2.22919,1.60113,2.00165,0.000955951,0.000955951,0.000955951
83,384.83,1.61337,1.22994,1.94039,0.71372,0.70609,0.76399,0.5825,2.04817,1.50348,1.95504,0.000870577,0.000870577,0.000870577
84,390.381,1.5712,1.21047,1.9224,0.70498,0.69981,0.76103,0.58407,2.01954,1.47448,1.93771,0.000789327,0.000789327,0.000789327
85,395.254,1.54212,1.19436,1.91205,0.72668,0.70126,0.76903,0.59023,2.04267,1.49026,1.93967,0.000712282,0.000712282,0.000712282
86,400.199,1.62686,1.22786,1.9262,0.70643,0.71223,0.74405,0.58544,1.8513,1.51197,1.89674,0.000639518,0.000639518,0.000639518
87,405.152,1.57657,1.17429,1.91889,0.69865,0.73702,0.76516,0.57295,2.14146,1.50876,1.96585,0.000571106,0.000571106,0.000571106
88,410.221,1.54811,1.19365,1.91672,0.71344,0.71564,0.77548,0.6065,1.90019,1.41785,1.90935,0.000507115,0.000507115,0.000507115
89,415.005,1.5221,1.15691,1.90136,0.72377,0.70934,0.76934,0.60724,1.87949,1.42561,1.90509,0.000447606,0.000447606,0.000447606
