epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,856.311,0.77303,0.38301,0.00165,0.86836,0.85724,0.91778,0.75275,0.80136,0.60663,0.00259,0.000775822,0.000775822,0.000775822
56,871.382,0.77814,0.38197,0.00162,0.88071,0.86335,0.92818,0.75799,0.80004,0.60907,0.00259,0.000759318,0.000759318,0.000759318
57,886.422,0.76959,0.3739,0.00157,0.86049,0.87167,0.91775,0.7504,0.80713,0.61211,0.00264,0.000742815,0.000742815,0.000742815
58,901.372,0.76754,0.37934,0.00158,0.87534,0.85665,0.9159,0.74728,0.82151,0.62246,0.00269,0.000726312,0.000726312,0.000726312
59,916.352,0.77587,0.36952,0.0016,0.88311,0.8515,0.91757,0.75449,0.78985,0.58807,0.00258,0.000709809,0.000709809,0.000709809
60,932.014,0.75142,0.3581,0.00158,0.87881,0.86938,0.92259,0.75637,0.81279,0.58806,0.00263,0.000693305,0.000693305,0.000693305
61,947.091,0.74793,0.35414,0.00156,0.88199,0.86995,0.92056,0.75991,0.79194,0.58968,0.00256,0.000676802,0.000676802,0.000676802
62,962.345,0.7601,0.36722,0.00155,0.87291,0.85994,0.91592,0.74854,0.82257,0.59518,0.00267,0.000660299,0.000660299,0.000660299
63,977.567,0.76546,0.35749,0.00156,0.87556,0.84719,0.91768,0.75518,0.80196,0.57835,0.00261,0.000643795,0.000643795,0.000643795
64,992.681,0.76636,0.35545,0.0016,0.86956,0.87153,0.92151,0.7601,0.80922,0.57725,0.00264,0.000627292,0.000627292,0.000627292
65,1007.64,0.75088,0.34259,0.00155,0.8956,0.8565,0.92291,0.76247,0.79233,0.58476,0.00256,0.000610789,0.000610789,0.000610789
66,1022.56,0.73466,0.33881,0.00151,0.88643,0.85306,0.91915,0.75,0.80739,0.60486,0.00263,0.000594286,0.000594286,0.000594286
67,1037.61,0.7389,0.33791,0.0015,0.86263,0.86419,0.91936,0.75541,0.79125,0.61438,0.00259,0.000577782,0.000577782,0.000577782
68,1052.54,0.73379,0.33011,0.00153,0.87313,0.87217,0.92517,0.76397,0.79194,0.57594,0.00257,0.000561279,0.000561279,0.000561279
69,1067.62,0.72338,0.32574,0.00151,0.87804,0.86157,0.91544,0.75646,0.78982,0.62498,0.00257,0.000544776,0.000544776,0.000544776
70,1082.83,0.71986,0.3259,0.00148,0.85688,0.85464,0.91199,0.7501,0.80028,0.68814,0.00261,0.000528272,0.000528272,0.000528272
71,1097.84,0.72156,0.32817,0.00148,0.88001,0.86294,0.91527,0.76073,0.77662,0.61033,0.00252,0.000511769,0.000511769,0.000511769
72,1112.96,0.72569,0.32163,0.00147,0.89194,0.86145,0.92097,0.76108,0.78711,0.61568,0.00254,0.000495266,0.000495266,0.000495266
